"claim_id","accident_date","transaction_date","payment_amount"
9336,2021-07-21,"2022-01-24",83.89
9531,2021-11-02,"2022-01-24",22262.76
8435,2021-07-21,"2022-01-25",47517.67
8460,2021-05-08,"2022-01-25",882.4
8505,2021-10-01,"2022-01-25",926.71
8694,2021-09-18,"2022-01-25",18840.03
8821,2021-12-08,"2022-01-25",109
8859,2021-04-15,"2022-01-25",29177.58
8964,2021-10-26,"2022-01-25",106.33
9279,2021-11-18,"2022-01-25",15965.14
9300,2021-11-16,"2022-01-25",1563.06
9524,2021-02-15,"2022-01-25",469.36
10020,2021-10-23,"2022-01-25",0
10928,2022-01-10,"2022-01-25",2244.73
5477,2019-06-06,"2022-01-26",1370.64
8142,2020-11-28,"2022-01-26",345.12
8143,2020-10-05,"2022-01-26",565
8282,2021-05-26,"2022-01-26",32.45
8390,2021-06-24,"2022-01-26",2355.9
8596,2021-01-17,"2022-01-26",2750.44
8722,2021-08-20,"2022-01-26",7823.21
8834,2021-07-22,"2022-01-26",2000.41
8993,2021-09-08,"2022-01-26",1654.06
9015,2021-06-25,"2022-01-26",9276.83
9342,2021-04-14,"2022-01-26",710.65
9358,2021-09-06,"2022-01-26",1450.81
9536,2021-11-14,"2022-01-26",8084.37
9644,2021-05-06,"2022-01-26",1171.84
9684,2021-10-15,"2022-01-26",2355.37
9762,2021-04-06,"2022-01-26",6644.82
9911,2021-03-03,"2022-01-26",63213.17
6647,2020-12-16,"2022-01-27",6263.38
7238,2020-06-13,"2022-01-27",124.25
8918,2021-11-16,"2022-01-27",2332.65
9023,2021-12-30,"2022-01-27",8195.01
9210,2021-10-30,"2022-01-27",0
9473,2021-12-30,"2022-01-27",1187.28
10069,2021-05-17,"2022-01-27",2877.67
12153,2022-01-10,"2022-01-27",37383.12
7300,2020-11-08,"2022-01-28",0
7804,2020-07-01,"2022-01-28",6532.11
8475,2021-09-17,"2022-01-28",11090.74
8547,2021-08-22,"2022-01-28",3341.42
8634,2021-02-19,"2022-01-28",602.32
8657,2021-11-24,"2022-01-28",0
8850,2021-10-26,"2022-01-28",9131.35
9165,2021-05-23,"2022-01-28",0
9414,2021-11-15,"2022-01-28",12271.35
9692,2021-10-19,"2022-01-28",5673.2
10014,2021-03-10,"2022-01-28",79944.68
10069,2021-05-17,"2022-01-28",-664.45
6581,2020-09-20,"2022-01-29",410.78
6639,2020-06-28,"2022-01-29",139.92
8843,2021-09-19,"2022-01-29",268.41
9456,2021-02-10,"2022-01-29",8388.68
9638,2021-10-04,"2022-01-29",1567.12
9950,2021-04-10,"2022-01-29",3100.99
10021,2021-09-05,"2022-01-29",880.84
10134,2021-11-12,"2022-01-29",1169982.16
10928,2022-01-10,"2022-01-29",2229.86
7221,2020-08-12,"2022-01-30",951.22
8825,2021-11-05,"2022-01-30",0
9671,2021-06-02,"2022-01-30",803.75
9851,2021-10-19,"2022-01-30",2814.46
9910,2021-07-19,"2022-01-30",2092.18
8106,2020-12-28,"2022-01-31",13299.26
8857,2021-01-21,"2022-01-31",1953.72
9148,2021-11-25,"2022-01-31",7216.18
9149,2021-10-25,"2022-01-31",36488.98
9885,2021-04-06,"2022-01-31",149717.61
10093,2021-09-25,"2022-01-31",4737.96
10106,2021-12-31,"2022-01-31",3473.97
11520,2022-01-02,"2022-01-31",2534.37
5485,2019-06-16,"2022-02-01",1330.98
8630,2021-12-24,"2022-02-01",283.69
8964,2021-10-26,"2022-02-01",165.59
9101,2021-07-20,"2022-02-01",2179.43
9585,2021-07-26,"2022-02-01",2383.69
9603,2021-05-18,"2022-02-01",531.16
9751,2021-08-23,"2022-02-01",11422.01
9969,2021-06-06,"2022-02-01",7514.96
10069,2021-05-17,"2022-02-01",3147.07
7192,2020-12-22,"2022-02-02",773.19
8332,2021-11-22,"2022-02-02",16001.35
8464,2021-12-24,"2022-02-02",4074.36
9298,2021-12-14,"2022-02-02",10063.47
9669,2021-08-21,"2022-02-02",0
9795,2021-06-10,"2022-02-02",4279.38
9965,2021-12-18,"2022-02-02",13644.62
10616,2022-01-28,"2022-02-02",1193.18
7019,2020-12-25,"2022-02-03",275.78
8581,2021-07-30,"2022-02-03",3410.37
9510,2021-12-28,"2022-02-03",13678.92
10049,2021-03-16,"2022-02-03",3917.34
7081,2020-05-01,"2022-02-04",12561.27
8333,2021-12-04,"2022-02-04",20409.56
8711,2021-06-17,"2022-02-04",339.73
8748,2021-12-29,"2022-02-04",4488.52
8816,2021-05-18,"2022-02-04",2718.76
9270,2021-07-22,"2022-02-04",1520.41
9297,2021-07-17,"2022-02-04",763.08
9319,2021-09-24,"2022-02-04",16635
9651,2021-06-14,"2022-02-04",4455.11
9749,2021-06-10,"2022-02-04",2023.23
9806,2021-07-27,"2022-02-04",132714.97
11808,2022-01-15,"2022-02-04",18311.05
12234,2022-01-04,"2022-02-04",12532.69
7187,2020-10-13,"2022-02-05",1030.17
7658,2020-10-17,"2022-02-05",0
8610,2021-11-21,"2022-02-05",5552.98
8647,2021-02-15,"2022-02-05",58.3
8830,2021-10-28,"2022-02-05",18629.51
8966,2021-10-25,"2022-02-05",1324.7
9382,2021-07-26,"2022-02-05",198.19
9607,2021-10-20,"2022-02-05",22680.23
9665,2021-01-18,"2022-02-05",840.49
9761,2021-07-26,"2022-02-05",14826.28
9767,2021-09-25,"2022-02-05",6043.31
6694,2020-07-25,"2022-02-06",1020.44
8278,2021-12-23,"2022-02-06",2512.59
8639,2021-11-04,"2022-02-06",126840.81
9646,2021-08-16,"2022-02-06",668.81
9810,2021-05-20,"2022-02-06",11056.88
9848,2021-09-06,"2022-02-06",11291.7
7409,2020-05-17,"2022-02-07",4426.75
8490,2021-04-01,"2022-02-07",12901.86
8587,2021-10-19,"2022-02-07",29436.58
8629,2021-10-13,"2022-02-07",4869.05
9201,2021-10-26,"2022-02-07",2378.97
9590,2021-09-06,"2022-02-07",4118.45
9681,2021-08-25,"2022-02-07",1513.33
9951,2021-12-27,"2022-02-07",3752.98
9992,2021-10-13,"2022-02-07",1323.99
10044,2021-08-22,"2022-02-07",3061.85
10106,2021-12-31,"2022-02-07",3679.84
11195,2022-01-04,"2022-02-07",366
11280,2022-01-22,"2022-02-07",351.14
6790,2020-02-09,"2022-02-08",125.97
8677,2021-07-10,"2022-02-08",1121.63
8730,2021-10-14,"2022-02-08",150.17
9164,2021-04-29,"2022-02-08",1360.86
9671,2021-06-02,"2022-02-08",673.45
11517,2022-02-05,"2022-02-08",1895.98
7210,2020-12-15,"2022-02-09",152.52
8334,2021-06-12,"2022-02-09",0
8451,2021-10-07,"2022-02-09",70.4
8585,2021-07-13,"2022-02-09",460.92
8962,2021-07-16,"2022-02-09",4006.98
9503,2021-10-13,"2022-02-09",924.93
9807,2021-04-27,"2022-02-09",1666.43
9976,2021-10-27,"2022-02-09",6546.02
12204,2022-01-10,"2022-02-09",1543.77
8328,2021-06-17,"2022-02-10",4780.18
8690,2021-12-14,"2022-02-10",5861.62
9046,2021-09-07,"2022-02-10",386.9
9251,2021-09-22,"2022-02-10",2317.93
9408,2021-12-20,"2022-02-10",185.01
9987,2021-01-20,"2022-02-10",35218.03
10468,2022-01-12,"2022-02-10",0
10975,2022-02-04,"2022-02-10",2126.97
8778,2021-07-16,"2022-02-11",1556.69
8850,2021-10-26,"2022-02-11",8907.99
8922,2021-04-16,"2022-02-11",110.12
8924,2021-10-26,"2022-02-11",2178.53
9017,2021-12-14,"2022-02-11",2261.08
9039,2021-10-29,"2022-02-11",3306.6
9112,2021-09-14,"2022-02-11",5184.99
9232,2021-10-10,"2022-02-11",1624.18
9296,2021-04-06,"2022-02-11",650.75
9572,2021-12-21,"2022-02-11",4626.26
9829,2021-08-11,"2022-02-11",6800.49
9938,2021-07-14,"2022-02-11",2176.66
10920,2022-01-11,"2022-02-11",35776.38
6936,2020-09-15,"2022-02-12",2654.11
8466,2021-12-27,"2022-02-12",18839.02
8515,2021-11-27,"2022-02-12",326.09
8660,2021-12-31,"2022-02-12",460.54
8908,2021-07-05,"2022-02-12",19162.85
8974,2021-12-18,"2022-02-12",1019.4
9567,2021-09-27,"2022-02-12",5580.06
9578,2021-08-21,"2022-02-12",1819.73
9623,2021-12-05,"2022-02-12",2.81
9676,2021-12-06,"2022-02-12",15259.18
10953,2022-01-15,"2022-02-12",1272.15
8297,2021-02-01,"2022-02-13",1313.62
8562,2021-10-21,"2022-02-13",20041.59
8647,2021-02-15,"2022-02-13",0
8865,2021-01-26,"2022-02-13",1265.8
9093,2021-02-05,"2022-02-13",56.06
9536,2021-11-14,"2022-02-13",3304.84
10051,2021-10-07,"2022-02-13",4985.86
10625,2022-01-06,"2022-02-13",13170.41
11711,2022-01-20,"2022-02-13",69318.51
8432,2021-07-19,"2022-02-14",14880.37
9271,2021-10-12,"2022-02-14",1765.24
9528,2021-03-28,"2022-02-14",590.87
9665,2021-01-18,"2022-02-14",3037.49
9915,2021-04-23,"2022-02-14",1978.18
9952,2021-05-21,"2022-02-14",593.73
9977,2021-12-23,"2022-02-14",1067.64
10049,2021-03-16,"2022-02-14",4305.74
8457,2021-10-08,"2022-02-15",11303.64
8564,2021-12-05,"2022-02-15",7011.34
9289,2021-09-11,"2022-02-15",2290.94
9293,2021-08-17,"2022-02-15",5265.55
9400,2021-04-18,"2022-02-15",5398.25
9411,2021-12-01,"2022-02-15",5685.13
9702,2021-11-11,"2022-02-15",366.03
10004,2021-07-05,"2022-02-15",704.91
11116,2022-01-25,"2022-02-15",1559.07
11730,2022-01-11,"2022-02-15",36755.66
7029,2020-08-11,"2022-02-16",50257.45
8531,2021-12-13,"2022-02-16",749.65
8594,2021-06-10,"2022-02-16",11404.29
8865,2021-01-26,"2022-02-16",21361.92
9665,2021-01-18,"2022-02-16",3134.91
10624,2022-01-23,"2022-02-16",17652.65
10996,2022-01-05,"2022-02-16",0
12181,2022-01-10,"2022-02-16",0
8493,2021-11-13,"2022-02-17",660.34
8556,2021-07-19,"2022-02-17",6396.38
8625,2021-09-22,"2022-02-17",1831.07
9269,2021-09-14,"2022-02-17",10868.96
9270,2021-07-22,"2022-02-17",912.82
9958,2021-11-03,"2022-02-17",94.76
10119,2021-07-14,"2022-02-17",6994.51
10614,2022-01-26,"2022-02-17",14196.26
7499,2020-05-15,"2022-02-18",21717.42
8444,2021-05-04,"2022-02-18",0
9304,2021-11-14,"2022-02-18",14975.74
10371,2022-01-27,"2022-02-18",49540.44
10975,2022-02-04,"2022-02-18",-512.27
8416,2021-12-19,"2022-02-19",7455.14
8772,2021-11-17,"2022-02-19",42119.89
8967,2021-08-31,"2022-02-19",18928.77
9527,2021-11-06,"2022-02-19",24506.23
9540,2021-09-20,"2022-02-19",13.91
9738,2021-05-07,"2022-02-19",936.72
12071,2022-02-17,"2022-02-19",15392.77
8801,2021-04-03,"2022-02-20",101.3
8845,2021-05-04,"2022-02-20",6845.86
9041,2021-09-27,"2022-02-20",1571.5
9590,2021-09-06,"2022-02-20",3499.35
9989,2021-11-11,"2022-02-20",155.06
10011,2021-11-06,"2022-02-20",1828.58
10126,2021-09-25,"2022-02-20",12377.55
10380,2022-01-03,"2022-02-20",3525.42
11212,2022-02-01,"2022-02-20",3894.12
11604,2022-01-05,"2022-02-20",11876.67
8277,2021-10-27,"2022-02-21",32709.75
8540,2021-07-07,"2022-02-21",1349.07
8634,2021-02-19,"2022-02-21",789.96
8729,2021-11-22,"2022-02-21",0
9030,2021-02-05,"2022-02-21",1667.42
9329,2021-06-24,"2022-02-21",0
9588,2021-08-31,"2022-02-21",14397.24
9601,2021-09-23,"2022-02-21",0
9770,2021-09-13,"2022-02-21",1586
10263,2022-01-13,"2022-02-21",2503.3
8279,2021-09-20,"2022-02-22",43391.72
8732,2021-08-16,"2022-02-22",1580.11
9264,2021-12-07,"2022-02-22",5906.82
9282,2021-08-24,"2022-02-22",16933.23
9478,2021-04-14,"2022-02-22",4844.49
9529,2021-08-20,"2022-02-22",1439.41
9586,2021-09-22,"2022-02-22",4508.15
9664,2021-11-28,"2022-02-22",464.78
9755,2021-10-03,"2022-02-23",101.23
9969,2021-06-06,"2022-02-23",2515.44
10107,2021-07-18,"2022-02-23",3237.47
11108,2022-01-22,"2022-02-23",0
6877,2020-12-24,"2022-02-24",32684.66
8437,2021-10-28,"2022-02-24",4599.58
8468,2021-11-07,"2022-02-24",4221.32
8688,2021-12-11,"2022-02-24",597.12
8916,2021-06-25,"2022-02-24",26058.6
9097,2021-11-12,"2022-02-24",1113.77
9382,2021-07-26,"2022-02-24",5015.19
9747,2021-07-28,"2022-02-24",6059.35
11071,2022-01-26,"2022-02-24",7279.64
11721,2022-01-05,"2022-02-24",4041.34
11787,2022-01-24,"2022-02-24",4620.71
12113,2022-01-13,"2022-02-24",3659.93
8191,2020-07-30,"2022-02-25",446.94
8227,2020-05-20,"2022-02-25",1140.72
9108,2021-07-27,"2022-02-25",238.11
9218,2021-12-07,"2022-02-25",568.12
9758,2021-11-29,"2022-02-25",79666.69
9951,2021-12-27,"2022-02-25",60.47
10148,2021-08-31,"2022-02-25",1141.62
7514,2020-05-27,"2022-02-26",3180.03
8452,2021-12-28,"2022-02-26",831.28
8832,2021-02-13,"2022-02-26",1577.63
9317,2021-08-21,"2022-02-26",2500.32
9876,2021-05-14,"2022-02-26",3667.53
9928,2021-03-18,"2022-02-26",185.45
10904,2022-01-13,"2022-02-26",8174.83
8156,2020-09-30,"2022-02-27",37730.24
8591,2021-11-27,"2022-02-27",1879.99
8768,2021-10-15,"2022-02-27",306.23
9101,2021-07-20,"2022-02-27",2071.51
9146,2021-12-19,"2022-02-27",192995.56
9955,2021-08-25,"2022-02-27",478.7
9987,2021-01-20,"2022-02-27",12413
10127,2021-12-05,"2022-02-27",1741.73
10357,2022-01-09,"2022-02-27",26.04
10871,2022-01-22,"2022-02-27",1464.66
11218,2022-01-14,"2022-02-27",21047.83
11694,2022-01-22,"2022-02-27",982.97
12079,2022-01-20,"2022-02-27",620.42
12102,2022-01-13,"2022-02-27",112.01
7494,2020-04-08,"2022-02-28",964.05
8359,2021-11-20,"2022-02-28",315.97
8404,2021-02-26,"2022-02-28",1162.33
8933,2021-09-26,"2022-02-28",396.63
8936,2021-03-16,"2022-02-28",27725.39
9039,2021-10-29,"2022-02-28",2403.72
9829,2021-08-11,"2022-02-28",-593.81
12104,2022-02-04,"2022-02-28",872.79
6526,2020-09-29,"2022-03-01",21.09
8565,2021-07-29,"2022-03-01",651.68
8630,2021-12-24,"2022-03-01",1797.16
8727,2021-10-09,"2022-03-01",4059.69
8737,2021-12-24,"2022-03-01",1132.09
8980,2021-11-03,"2022-03-01",8127.06
9305,2021-09-20,"2022-03-01",5187.86
9309,2021-09-06,"2022-03-01",532.08
9349,2021-09-23,"2022-03-01",3287.9
9780,2021-04-18,"2022-03-01",305172.05
9853,2021-10-17,"2022-03-01",1655.74
9947,2021-11-27,"2022-03-01",1954.93
11105,2022-01-06,"2022-03-01",8366.45
11883,2022-02-13,"2022-03-01",1455.64
8501,2021-11-30,"2022-03-02",1126.04
8517,2021-04-14,"2022-03-02",15589.98
9435,2021-01-21,"2022-03-02",267.59
9633,2021-09-29,"2022-03-02",387.21
9764,2021-11-23,"2022-03-02",223.72
9768,2021-08-16,"2022-03-02",0
9984,2021-12-26,"2022-03-02",1439.95
10012,2021-08-15,"2022-03-02",0
10611,2022-02-11,"2022-03-02",11577.01
11318,2022-01-18,"2022-03-02",2421.49
11420,2022-02-04,"2022-03-02",299.71
11479,2022-02-02,"2022-03-02",467.86
8892,2021-10-18,"2022-03-03",2152.06
9055,2021-12-25,"2022-03-03",2996.17
9374,2021-12-20,"2022-03-03",214911.73
10550,2022-02-18,"2022-03-03",0
8675,2021-04-02,"2022-03-04",118.01
8919,2021-12-14,"2022-03-04",1083.96
8949,2021-10-17,"2022-03-04",9726.51
8991,2021-12-26,"2022-03-04",14179.87
9309,2021-09-06,"2022-03-04",423.51
9796,2021-12-28,"2022-03-04",273.16
11426,2022-01-20,"2022-03-04",82310.97
12163,2022-01-10,"2022-03-04",1258.24
12181,2022-01-10,"2022-03-04",164.42
8272,2021-04-14,"2022-03-05",85.89
8539,2021-10-07,"2022-03-05",149.81
8607,2021-09-26,"2022-03-05",513.4
8894,2021-08-06,"2022-03-05",4990.52
9163,2021-10-28,"2022-03-05",4178.37
9698,2021-09-04,"2022-03-05",927.83
9807,2021-04-27,"2022-03-05",1450.43
10783,2022-01-12,"2022-03-05",2818.08
10919,2022-02-23,"2022-03-05",1970.32
11275,2022-02-19,"2022-03-05",1851.58
11339,2022-01-26,"2022-03-05",3742.17
8293,2021-01-02,"2022-03-06",0
8819,2021-08-31,"2022-03-06",786.19
8989,2021-12-24,"2022-03-06",1183.64
9581,2021-10-16,"2022-03-06",791.48
9644,2021-05-06,"2022-03-06",537.78
8315,2021-11-26,"2022-03-07",657.75
8362,2021-09-15,"2022-03-07",24480.19
8754,2021-12-20,"2022-03-07",2437.17
8791,2021-11-02,"2022-03-07",2752.2
9163,2021-10-28,"2022-03-07",4153.58
9192,2021-10-19,"2022-03-07",4590.9
9287,2021-05-20,"2022-03-07",1285.04
9477,2021-07-09,"2022-03-07",14216.68
9690,2021-12-15,"2022-03-07",9248.92
9862,2021-12-10,"2022-03-07",14906.62
9899,2021-09-29,"2022-03-07",5112.37
11537,2022-02-18,"2022-03-07",613.25
8299,2021-05-29,"2022-03-08",13884.76
8578,2021-01-31,"2022-03-08",792.11
8817,2021-07-27,"2022-03-08",772.96
9625,2021-10-05,"2022-03-08",35886.91
10031,2021-01-26,"2022-03-08",410.67
11430,2022-01-05,"2022-03-08",983.83
8006,2020-01-26,"2022-03-09",1.55
8910,2021-12-03,"2022-03-09",1777.07
8922,2021-04-16,"2022-03-09",876.33
9023,2021-12-30,"2022-03-09",4540.34
9129,2021-09-21,"2022-03-09",154673.1
9375,2021-06-19,"2022-03-09",340.62
9826,2021-07-29,"2022-03-09",0
9911,2021-03-03,"2022-03-09",37998.66
10145,2021-02-15,"2022-03-09",2584.83
11430,2022-01-05,"2022-03-09",-517.19
6471,2020-11-14,"2022-03-10",82.65
8502,2021-01-11,"2022-03-10",10703.74
8625,2021-09-22,"2022-03-10",1308.86
9705,2021-05-10,"2022-03-10",714.98
9711,2021-11-26,"2022-03-10",0
10037,2021-11-21,"2022-03-10",13634.41
8320,2021-11-22,"2022-03-11",1760.38
8387,2021-12-11,"2022-03-11",2231.64
8605,2021-12-30,"2022-03-11",0
8639,2021-11-04,"2022-03-11",39931.78
8911,2021-09-25,"2022-03-11",7893.91
9217,2021-05-14,"2022-03-11",1856.22
10024,2021-06-11,"2022-03-11",3641.64
10131,2021-11-11,"2022-03-11",317.05
10919,2022-02-23,"2022-03-11",724.68
8298,2021-07-20,"2022-03-12",406.38
8603,2021-09-09,"2022-03-12",9623.7
9226,2021-01-12,"2022-03-12",700.05
9291,2021-12-13,"2022-03-12",19307.38
9336,2021-07-21,"2022-03-12",59.85
9406,2021-12-18,"2022-03-12",225540.54
9479,2021-03-29,"2022-03-12",-328.59
9757,2021-12-20,"2022-03-12",19932.73
11186,2022-02-16,"2022-03-12",23261.55
11547,2022-01-26,"2022-03-12",2706.18
8341,2021-09-05,"2022-03-13",87.82
8438,2021-12-22,"2022-03-13",62.59
9189,2021-12-24,"2022-03-13",699.12
9793,2021-03-23,"2022-03-13",668.77
9828,2021-01-05,"2022-03-13",1113.84
11005,2022-01-01,"2022-03-13",2225.97
11094,2022-01-03,"2022-03-13",60335.12
11136,2022-02-06,"2022-03-13",167.73
8191,2020-07-30,"2022-03-14",2096.01
8472,2021-10-23,"2022-03-14",1086.68
8686,2021-09-19,"2022-03-14",3168.96
9479,2021-03-29,"2022-03-14",2101.83
9805,2021-04-07,"2022-03-14",18347.04
9851,2021-10-19,"2022-03-14",2317.6
9875,2021-05-10,"2022-03-14",1157.35
9943,2021-12-26,"2022-03-14",-561.34
11689,2022-02-01,"2022-03-14",1738.86
7365,2020-12-01,"2022-03-15",211.13
8876,2021-11-04,"2022-03-15",3405.49
9125,2021-01-09,"2022-03-15",-525.78
9372,2021-03-16,"2022-03-15",34610.26
9674,2021-09-12,"2022-03-15",1048.24
9898,2021-07-12,"2022-03-15",720.35
8495,2021-06-30,"2022-03-16",2839.84
8614,2021-09-29,"2022-03-16",12399.7
9167,2021-11-20,"2022-03-16",26658.8
9171,2021-12-11,"2022-03-16",1663.69
9635,2021-03-11,"2022-03-16",200.91
9758,2021-11-29,"2022-03-16",15490.42
9935,2021-04-14,"2022-03-16",22.46
12157,2022-02-03,"2022-03-16",419.17
8851,2021-08-29,"2022-03-17",206.36
8887,2021-04-18,"2022-03-17",5411.7
9040,2021-03-24,"2022-03-17",16.29
9471,2021-10-04,"2022-03-17",44428.02
9893,2021-06-14,"2022-03-17",587.49
9899,2021-09-29,"2022-03-17",6036.9
11026,2022-02-11,"2022-03-17",385.52
11348,2022-01-05,"2022-03-17",12394.68
11835,2022-01-25,"2022-03-17",1483.28
8344,2021-07-02,"2022-03-18",1035.68
8542,2021-03-12,"2022-03-18",892.26
9497,2021-11-15,"2022-03-18",221.42
10021,2021-09-05,"2022-03-18",83.91
10071,2021-04-24,"2022-03-18",1169.54
10129,2021-12-02,"2022-03-18",7617.92
10747,2022-01-13,"2022-03-18",12134.41
11105,2022-01-06,"2022-03-18",3409.12
11286,2022-01-01,"2022-03-18",2301.51
8807,2021-07-18,"2022-03-19",16736.26
9009,2021-09-02,"2022-03-19",2428.78
9224,2021-11-04,"2022-03-19",6782.1
9227,2021-09-16,"2022-03-19",7580.24
9318,2021-05-10,"2022-03-19",66.64
9364,2021-04-29,"2022-03-19",2379.21
9714,2021-10-01,"2022-03-19",399.99
9971,2021-08-07,"2022-03-19",7213.62
10047,2021-07-04,"2022-03-19",5747.21
10139,2021-12-23,"2022-03-19",1087.78
10175,2022-01-22,"2022-03-19",18596.85
10747,2022-01-13,"2022-03-19",4071.25
8687,2021-03-26,"2022-03-20",2037.17
9155,2021-07-03,"2022-03-20",0
9232,2021-10-10,"2022-03-20",3088.39
9341,2021-10-12,"2022-03-20",15568.47
10946,2022-01-04,"2022-03-20",726.49
11165,2022-03-03,"2022-03-20",29.34
11275,2022-02-19,"2022-03-20",1321.96
7397,2020-12-08,"2022-03-21",9075.71
8330,2021-04-07,"2022-03-21",859.47
8455,2021-11-08,"2022-03-21",387.73
8604,2021-12-31,"2022-03-21",15350.72
9662,2021-01-30,"2022-03-21",619.6
10425,2022-01-29,"2022-03-21",4045.62
10431,2022-02-10,"2022-03-21",212.82
11563,2022-02-19,"2022-03-21",7377.33
8426,2021-08-11,"2022-03-22",3800.88
8469,2021-10-08,"2022-03-22",206.39
8737,2021-12-24,"2022-03-22",1605.17
8939,2021-10-25,"2022-03-22",4616.28
9144,2021-12-04,"2022-03-22",1274.28
9182,2021-05-15,"2022-03-22",3350.81
9253,2021-03-12,"2022-03-22",1092.73
10260,2022-01-04,"2022-03-22",1104.26
10852,2022-01-18,"2022-03-22",230.41
12234,2022-01-04,"2022-03-22",131.79
7545,2020-07-04,"2022-03-23",545.56
8344,2021-07-02,"2022-03-23",2117.44
8929,2021-07-30,"2022-03-23",668.41
9809,2021-07-23,"2022-03-23",1434.73
9991,2021-09-15,"2022-03-23",2448.78
10247,2022-02-16,"2022-03-23",392
10951,2022-01-17,"2022-03-23",699.39
8975,2021-09-15,"2022-03-24",709.73
9283,2021-02-14,"2022-03-24",1611.25
9437,2021-10-30,"2022-03-24",10301.88
9934,2021-12-19,"2022-03-24",5770.59
9943,2021-12-26,"2022-03-24",2970.8
10347,2022-03-16,"2022-03-24",22150.94
10642,2022-02-20,"2022-03-24",3311.36
10704,2022-01-14,"2022-03-24",452.16
9298,2021-12-14,"2022-03-25",-641.6
9742,2021-02-07,"2022-03-25",457.37
9873,2021-04-18,"2022-03-25",7370.4
10762,2022-01-31,"2022-03-25",1203.46
10803,2022-01-07,"2022-03-25",396.57
11420,2022-02-04,"2022-03-25",1310.41
7011,2020-10-26,"2022-03-26",2607.09
7187,2020-10-13,"2022-03-26",2341.73
8307,2021-12-09,"2022-03-26",473.74
9693,2021-07-11,"2022-03-26",2090.05
11318,2022-01-18,"2022-03-26",1221.03
9464,2021-07-29,"2022-03-27",64.71
9749,2021-06-10,"2022-03-27",2194.14
9829,2021-08-11,"2022-03-27",0
10184,2022-02-13,"2022-03-27",10105.24
10679,2022-02-21,"2022-03-27",1519.17
10726,2022-02-05,"2022-03-27",2188.58
11625,2022-03-09,"2022-03-27",299085.72
12050,2022-02-02,"2022-03-27",3783.76
9431,2021-06-20,"2022-03-28",883.89
9618,2021-12-09,"2022-03-28",6075.41
9645,2021-12-11,"2022-03-28",365.62
9686,2021-10-20,"2022-03-28",3451.96
10368,2022-01-03,"2022-03-28",1147
11858,2022-01-20,"2022-03-28",0
7008,2020-08-15,"2022-03-29",26.13
7144,2020-12-14,"2022-03-29",883.87
8168,2020-02-15,"2022-03-29",96.06
8216,2020-05-09,"2022-03-29",0
8366,2021-09-29,"2022-03-29",6546.11
8376,2021-09-09,"2022-03-29",3644.56
9258,2021-08-08,"2022-03-29",-606.67
9408,2021-12-20,"2022-03-29",137.29
9999,2021-04-26,"2022-03-29",50.3
10956,2022-02-26,"2022-03-29",2739.17
11430,2022-01-05,"2022-03-29",22.25
11508,2022-02-23,"2022-03-29",10814.91
11545,2022-02-12,"2022-03-29",22.95
8358,2021-09-03,"2022-03-30",6118.69
8772,2021-11-17,"2022-03-30",49323.81
9618,2021-12-09,"2022-03-30",10855.2
10997,2022-01-23,"2022-03-30",440.85
11570,2022-01-21,"2022-03-30",-508.76
11714,2022-01-26,"2022-03-30",1661.57
12013,2022-01-11,"2022-03-30",0
7514,2020-05-27,"2022-03-31",2833.83
8444,2021-05-04,"2022-03-31",622.97
8444,2021-05-04,"2022-03-31",1445.86
8770,2021-08-02,"2022-03-31",793.16
8805,2021-05-15,"2022-03-31",334.34
9405,2021-10-08,"2022-03-31",5644.36
9509,2021-08-19,"2022-03-31",371.8
11105,2022-01-06,"2022-03-31",9267.44
11166,2022-01-19,"2022-03-31",576.18
11787,2022-01-24,"2022-03-31",6165.26
12078,2022-03-11,"2022-03-31",16518.86
8299,2021-05-29,"2022-04-01",71.94
8417,2021-11-07,"2022-04-01",2328.12
8441,2021-11-21,"2022-04-01",-721.59
8881,2021-12-11,"2022-04-01",2445.35
8935,2021-10-01,"2022-04-01",6613.27
9387,2021-07-23,"2022-04-01",10138.5
9488,2021-09-24,"2022-04-01",2332.62
9504,2021-07-09,"2022-04-01",2122.55
6454,2020-04-20,"2022-04-02",152.57
8253,2020-10-24,"2022-04-02",104.31
8732,2021-08-16,"2022-04-02",0
8883,2021-09-28,"2022-04-02",3185.43
9174,2021-12-12,"2022-04-02",722.89
9496,2021-12-25,"2022-04-02",112.94
10320,2022-02-27,"2022-04-02",14774.12
10340,2022-01-23,"2022-04-02",3916.31
10463,2022-02-03,"2022-04-02",2669.84
11182,2022-02-24,"2022-04-02",3844.62
11691,2022-01-08,"2022-04-02",6353.97
12050,2022-02-02,"2022-04-02",4913.41
12143,2022-02-02,"2022-04-02",463.81
7804,2020-07-01,"2022-04-03",6554.56
8271,2021-07-31,"2022-04-03",23999.92
8445,2021-12-17,"2022-04-03",2860.5
9466,2021-10-04,"2022-04-03",54770.27
9902,2021-08-09,"2022-04-03",38467.28
10530,2022-03-02,"2022-04-03",3292.22
11143,2022-02-16,"2022-04-03",1638.42
12084,2022-03-26,"2022-04-03",21.7
12136,2022-02-28,"2022-04-03",496.9
6835,2020-09-03,"2022-04-04",1292.54
7604,2020-06-25,"2022-04-04",123.47
8531,2021-12-13,"2022-04-04",2609.2
8778,2021-07-16,"2022-04-04",1653.14
8800,2021-03-09,"2022-04-04",1286.7
